TimeSeries ID,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-0.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-1.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-2.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:test.project_id:master-thesis-benchmark.zone:us-central1-a
project_id,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark
zone,europe-west6-c,europe-west6-c,europe-west6-c,europe-west6-c,us-central1-a
system_labels.name,backup-mt-1,backup-mt-1-instance-0,backup-mt-1-instance-1,backup-mt-1-instance-2,test
Wed Jul 12 2023 12:30:00 GMT+0200 (Central European Summer Time),0.0023390586608214407,0.5343510816243361,0.561897442576228,0.5229277081428154,undefined
Wed Jul 12 2023 12:35:00 GMT+0200 (Central European Summer Time),0.0024923791288953604,0.5344994927572406,0.5301170011515206,0.5528241367078832,undefined
Wed Jul 12 2023 12:40:00 GMT+0200 (Central European Summer Time),0.0022206972583929505,0.5294240732628047,0.521519060180896,0.564823988530649,undefined
Wed Jul 12 2023 12:45:00 GMT+0200 (Central European Summer Time),0.0026317763896986433,0.5357950109853362,0.5193565966401366,0.5481491169839137,undefined
Wed Jul 12 2023 12:50:00 GMT+0200 (Central European Summer Time),0.0023854830524912053,0.5290472648804523,0.519534024559592,0.5216527844195904,undefined
Wed Jul 12 2023 12:55:00 GMT+0200 (Central European Summer Time),0.003181224441159429,0.5349675732758623,0.5324687206169376,0.5474012210227617,undefined
Wed Jul 12 2023 13:00:00 GMT+0200 (Central European Summer Time),0.0021941211442450975,0.5286012796361319,0.5264162013154904,0.5337841085688705,undefined
Wed Jul 12 2023 13:05:00 GMT+0200 (Central European Summer Time),0.003122900039312905,0.5771397732856227,0.5633010115446571,0.5348854284514284,undefined
Wed Jul 12 2023 13:10:00 GMT+0200 (Central European Summer Time),0.002296005869411601,0.5264679072743214,0.5799378393268368,0.5246082290777607,undefined
Wed Jul 12 2023 13:15:00 GMT+0200 (Central European Summer Time),0.0022101751062473343,0.5312675996590406,0.5366478539016922,0.5550634026900418,undefined
Wed Jul 12 2023 13:20:00 GMT+0200 (Central European Summer Time),0.0030744031083637918,0.5466529372838461,0.5431164770144095,0.5500566661170161,undefined
Wed Jul 12 2023 13:25:00 GMT+0200 (Central European Summer Time),0.0022426772910451595,0.5430236715356053,0.5311971981105066,0.5290092075425249,undefined
Wed Jul 12 2023 13:30:00 GMT+0200 (Central European Summer Time),0.0026281780770599046,0.5257731325558416,0.5191974563517335,0.5357121598302911,undefined
Wed Jul 12 2023 13:35:00 GMT+0200 (Central European Summer Time),0.002284406628802268,0.5379445754120388,0.5296073130105409,0.5335777729601734,undefined
Wed Jul 12 2023 13:40:00 GMT+0200 (Central European Summer Time),0.002286833019140128,0.5486553388729468,0.5289314379326484,0.5324673000443969,undefined
Wed Jul 12 2023 13:45:00 GMT+0200 (Central European Summer Time),0.003307284394359158,0.5293807559693231,0.5259863730433911,0.5472086271290512,undefined
Wed Jul 12 2023 13:50:00 GMT+0200 (Central European Summer Time),0.0033417628910168183,0.5443638962221303,0.5228472608386558,0.5584315222080477,undefined
Wed Jul 12 2023 13:55:00 GMT+0200 (Central European Summer Time),0.0023779834470891124,0.5277057227281088,0.5475587353096975,0.5163576274255804,undefined
Wed Jul 12 2023 14:00:00 GMT+0200 (Central European Summer Time),0.003191873589324435,0.5586077136187426,0.5554341494103816,0.5212457539130748,undefined
Wed Jul 12 2023 14:05:00 GMT+0200 (Central European Summer Time),0.0028259823353346293,0.5784015041651098,0.5391338177993747,0.5221229730760872,undefined
Wed Jul 12 2023 14:10:00 GMT+0200 (Central European Summer Time),0.0024158400279247873,0.5280920156720579,0.5243770883279406,0.5333343353165158,undefined
Wed Jul 12 2023 14:15:00 GMT+0200 (Central European Summer Time),0.0027028852381226895,0.541935625485518,0.5236733854883884,0.5232289196006604,undefined
Wed Jul 12 2023 14:20:00 GMT+0200 (Central European Summer Time),0.0025142642324893437,0.5376416366153232,0.5401308174680404,0.5240090079882308,undefined
Wed Jul 12 2023 14:25:00 GMT+0200 (Central European Summer Time),0.0023482618300113244,0.5255510956267486,0.5233376819553329,0.541440820011097,undefined
Wed Jul 12 2023 14:30:00 GMT+0200 (Central European Summer Time),0.0031830341455285328,0.532856470094557,0.528022714168231,0.5544516157809509,undefined
Wed Jul 12 2023 14:35:00 GMT+0200 (Central European Summer Time),0.002118343233123596,0.5552735937304291,0.520603227788403,0.5211740902965539,undefined
Wed Jul 12 2023 14:40:00 GMT+0200 (Central European Summer Time),0.0031739348004521163,0.5511007841107494,0.5237205666760565,0.5661582271463703,undefined
Wed Jul 12 2023 14:45:00 GMT+0200 (Central European Summer Time),0.0025494054925790503,0.5490520081858025,0.5329252614663467,0.5420822776979184,undefined
Wed Jul 12 2023 14:50:00 GMT+0200 (Central European Summer Time),0.002777754277940403,0.5325339997765696,0.5279029141143595,0.531331840170169,undefined
Wed Jul 12 2023 14:55:00 GMT+0200 (Central European Summer Time),0.0019756770450173157,0.5317433832614915,0.5293506727098429,0.5270956989385498,undefined
Wed Jul 12 2023 15:00:00 GMT+0200 (Central European Summer Time),0.006190298170389117,0.521490252733638,0.5311312210183192,0.5371148627101987,undefined
Wed Jul 12 2023 15:05:00 GMT+0200 (Central European Summer Time),0.002977181705427938,0.5328734876361947,0.5290356492695476,0.5279978702662629,undefined
Wed Jul 12 2023 15:10:00 GMT+0200 (Central European Summer Time),0.0036321530479623714,0.5538613609429012,0.5664324708099109,0.5206083827598438,undefined
Wed Jul 12 2023 15:15:00 GMT+0200 (Central European Summer Time),0.0030846173888979442,0.5579808804650626,0.5445160657493398,0.5338738901597148,undefined
Wed Jul 12 2023 15:20:00 GMT+0200 (Central European Summer Time),0.003394465361913414,0.5537360531028874,0.5554737020608203,0.5657499539767257,undefined
Wed Jul 12 2023 15:25:00 GMT+0200 (Central European Summer Time),0.003110961563303742,0.5353640780593801,0.5622519704120593,0.5379729704170555,undefined
Wed Jul 12 2023 15:30:00 GMT+0200 (Central European Summer Time),0.002712665349799863,0.5462489650795275,0.5415130653397016,0.5307307463815475,undefined
Wed Jul 12 2023 15:35:00 GMT+0200 (Central European Summer Time),0.0028240326621137984,0.5355977507640152,0.5343157904239828,0.5328916505916519,undefined
Wed Jul 12 2023 15:40:00 GMT+0200 (Central European Summer Time),0.002416633399980128,0.5272762893431354,0.5243806578756873,0.5247747789885034,undefined
Wed Jul 12 2023 15:45:00 GMT+0200 (Central European Summer Time),0.003536429612786378,0.5330666760158299,0.5388403220855252,0.5389294990508158,undefined
Wed Jul 12 2023 15:50:00 GMT+0200 (Central European Summer Time),0.0033714891488246697,0.5664392333340947,0.5605658154482323,0.5439621512105806,undefined
Wed Jul 12 2023 15:55:00 GMT+0200 (Central European Summer Time),0.0025985529363909644,0.5373473288892031,0.5545714822994583,0.5273256220426022,undefined
Wed Jul 12 2023 16:00:00 GMT+0200 (Central European Summer Time),0.0028146858907742473,0.535165444364029,0.5246882111898594,0.5378258579400182,undefined
Wed Jul 12 2023 16:05:00 GMT+0200 (Central European Summer Time),0.0026315624509758587,0.5362442944364011,0.541965259845383,0.5365419899605817,undefined
Wed Jul 12 2023 16:10:00 GMT+0200 (Central European Summer Time),0.0027248429775651554,0.5336868270578028,0.5308561230480944,0.533117873892285,undefined
Wed Jul 12 2023 16:15:00 GMT+0200 (Central European Summer Time),0.0026480428112275454,0.5280245690489634,0.5583423490913749,0.5275979067928469,undefined
Wed Jul 12 2023 16:20:00 GMT+0200 (Central European Summer Time),0.0022242056620113237,0.52407468579467,0.5637478183646211,0.5248003516865962,undefined
Wed Jul 12 2023 16:25:00 GMT+0200 (Central European Summer Time),0.003028019831957257,0.5682746194487602,0.5604059692458395,0.5664358860886083,undefined
Wed Jul 12 2023 16:30:00 GMT+0200 (Central European Summer Time),0.0021945626392607664,0.526617798353424,0.5101640370719057,0.5503209392035691,undefined
Wed Jul 12 2023 16:35:00 GMT+0200 (Central European Summer Time),0.002752322854160714,0.5313253843576482,0.5524048015107595,0.5478712849965328,undefined
Wed Jul 12 2023 16:40:00 GMT+0200 (Central European Summer Time),0.003227734794242375,0.5408148879452346,0.5315772752202369,0.55050133669892,undefined
Wed Jul 12 2023 16:45:00 GMT+0200 (Central European Summer Time),0.002736451657137877,0.5394689792289136,0.5349760025496895,0.5412066885865352,undefined
Wed Jul 12 2023 16:50:00 GMT+0200 (Central European Summer Time),0.0065360635747947525,0.5371130188818884,0.5279288015552932,0.5226554536883243,undefined
Wed Jul 12 2023 16:55:00 GMT+0200 (Central European Summer Time),0.002248412222734259,0.5387847656712741,0.5260176591160174,0.5404595255889822,undefined
Wed Jul 12 2023 17:00:00 GMT+0200 (Central European Summer Time),0.0022726386163139977,0.5368753543864779,0.5241888585232906,0.5241998086087308,undefined
Wed Jul 12 2023 17:05:00 GMT+0200 (Central European Summer Time),0.002330025517746132,0.5381507255149579,0.5377457145733933,0.5460120902031,undefined
Wed Jul 12 2023 17:10:00 GMT+0200 (Central European Summer Time),0.0026801350468819386,0.5329316682440064,0.534303115920799,0.5328191880102047,undefined
Wed Jul 12 2023 17:15:00 GMT+0200 (Central European Summer Time),0.002383525782224751,0.5464956911503881,0.5538944227864704,0.5246212870728292,undefined
Wed Jul 12 2023 17:20:00 GMT+0200 (Central European Summer Time),0.0030242762985593194,0.5409477180165898,0.5265419507681993,0.5311525033962728,undefined
Wed Jul 12 2023 17:25:00 GMT+0200 (Central European Summer Time),0.0022233487791739515,0.5413152923651311,0.5194571059976685,0.5503135130700926,undefined
Wed Jul 12 2023 17:30:00 GMT+0200 (Central European Summer Time),0.0022322670641521354,0.5429064626418645,0.526652158325184,0.5297563602665953,undefined
Wed Jul 12 2023 17:35:00 GMT+0200 (Central European Summer Time),0.0028341556985287753,0.5328271910878054,0.5458247471161061,0.534102726123577,undefined
Wed Jul 12 2023 17:40:00 GMT+0200 (Central European Summer Time),0.0027978137038523225,0.5459140342884591,0.5320258677975653,0.5391322227936568,undefined
Wed Jul 12 2023 17:45:00 GMT+0200 (Central European Summer Time),0.002556331288327177,0.5604900416166492,0.5278263701047885,0.5401137924483678,undefined
Wed Jul 12 2023 17:50:00 GMT+0200 (Central European Summer Time),0.0026110497746230977,0.5504107113689437,0.5280457319549654,0.5628420143154169,undefined
Wed Jul 12 2023 17:55:00 GMT+0200 (Central European Summer Time),0.0021743283873092876,0.5342579581621976,0.5432541069919534,0.5163070547690101,undefined
Wed Jul 12 2023 18:00:00 GMT+0200 (Central European Summer Time),0.00236233887249,0.5292897949301065,0.5254808372808718,0.5265356637963367,undefined
Wed Jul 12 2023 18:05:00 GMT+0200 (Central European Summer Time),0.0026767236585207377,0.5452109149290238,0.5338828482894071,0.549380714007275,undefined
Wed Jul 12 2023 18:10:00 GMT+0200 (Central European Summer Time),0.002209992408770631,0.5341787141250339,0.5217260999318387,0.5387723262786313,undefined
Wed Jul 12 2023 18:15:00 GMT+0200 (Central European Summer Time),0.002763640772642854,0.5279074221327755,0.5296107389729634,0.5447081463195355,undefined
Wed Jul 12 2023 18:20:00 GMT+0200 (Central European Summer Time),0.0024894143334283094,0.531455789683411,0.5424027610858564,0.5321260626528237,undefined
Wed Jul 12 2023 18:25:00 GMT+0200 (Central European Summer Time),0.0023386367372131645,0.5423926777691424,0.5405372364135109,0.5319158352609763,undefined
Wed Jul 12 2023 18:30:00 GMT+0200 (Central European Summer Time),0.0022579675865714915,0.5410447621528389,0.5221824918118848,0.53063781728774,undefined
Wed Jul 12 2023 18:35:00 GMT+0200 (Central European Summer Time),0.002365251832346379,0.5634075846648192,0.537836234576777,0.5338831942771503,undefined
Wed Jul 12 2023 18:40:00 GMT+0200 (Central European Summer Time),0.0024569435336737415,0.5294040849861145,0.5421825272912489,0.5493302366335411,undefined
Wed Jul 12 2023 18:45:00 GMT+0200 (Central European Summer Time),0.002398912811947109,0.5335957482518037,0.5311996134947549,0.5472962812883149,undefined
Wed Jul 12 2023 18:50:00 GMT+0200 (Central European Summer Time),0.0027710455469393005,0.5474685793208239,0.5633358049843566,0.5171520546344012,undefined
Wed Jul 12 2023 18:55:00 GMT+0200 (Central European Summer Time),0.002793009266839969,0.5603461614596259,0.5553586864941947,0.5576374164936471,undefined
Wed Jul 12 2023 19:00:00 GMT+0200 (Central European Summer Time),0.0027148914975350636,0.5621608147357136,0.542025926178685,0.518536726230086,undefined
Wed Jul 12 2023 19:05:00 GMT+0200 (Central European Summer Time),0.015939249728568635,0.5363724998042503,0.5514014928599985,0.5654417483054567,undefined
Wed Jul 12 2023 19:10:00 GMT+0200 (Central European Summer Time),0.0023219198800810167,0.5259446545399017,0.5310929186052089,0.5382319268206872,undefined
Wed Jul 12 2023 19:15:00 GMT+0200 (Central European Summer Time),0.0031121258589367545,0.535165816473988,0.5643098631369744,0.5419375258224802,undefined
Wed Jul 12 2023 19:20:00 GMT+0200 (Central European Summer Time),0.0026693978787443486,0.5559303618314636,0.5497522488479202,0.5159568415152656,undefined
Wed Jul 12 2023 19:25:00 GMT+0200 (Central European Summer Time),0.0025554034555413333,0.543156928733709,0.5418706640378514,0.5220344311894102,undefined
Wed Jul 12 2023 19:30:00 GMT+0200 (Central European Summer Time),0.0025247197570509644,0.5243869101000505,0.5453473251643299,0.5467814108036448,undefined
Wed Jul 12 2023 19:35:00 GMT+0200 (Central European Summer Time),0.0022472807110261784,0.5180908470950574,0.5281576633444638,0.525078424043216,undefined
Wed Jul 12 2023 19:40:00 GMT+0200 (Central European Summer Time),0.0022171378166331124,0.5329628891141086,0.5245892820526933,0.5278086159590505,undefined
Wed Jul 12 2023 19:45:00 GMT+0200 (Central European Summer Time),0.002627818564057331,0.5258060410150696,0.545416698048357,0.5256376555606888,undefined
Wed Jul 12 2023 19:50:00 GMT+0200 (Central European Summer Time),0.0027279801154357604,0.5310114893398229,0.5703323983302108,0.5295742635426237,undefined
Wed Jul 12 2023 19:55:00 GMT+0200 (Central European Summer Time),0.0027165306987444638,0.5282498989703164,0.5382854767901396,0.5509604426751078,undefined
Wed Jul 12 2023 20:00:00 GMT+0200 (Central European Summer Time),0.0026707624734687366,0.558042556412814,0.5228515102514939,0.55352680519587,undefined
Wed Jul 12 2023 20:05:00 GMT+0200 (Central European Summer Time),0.0029744373514798404,0.5374078479347857,0.5408523113140836,0.5396301663795263,undefined
Wed Jul 12 2023 20:10:00 GMT+0200 (Central European Summer Time),0.002679547748975892,0.5362497302762981,0.5251570378839581,0.5381341334936345,undefined
Wed Jul 12 2023 20:15:00 GMT+0200 (Central European Summer Time),0.0026556927594477506,0.5565074963708564,0.5309849804898841,0.5410881430527177,undefined
Wed Jul 12 2023 20:20:00 GMT+0200 (Central European Summer Time),0.002558463989432009,0.541283898292289,0.5356465327001934,0.5300641335747545,undefined
Wed Jul 12 2023 20:25:00 GMT+0200 (Central European Summer Time),0.002334203888543319,0.5330833229175429,0.5299067611334127,0.5344023112686409,undefined
Wed Jul 12 2023 20:30:00 GMT+0200 (Central European Summer Time),0.002308439836118244,0.5197348117437407,0.5293751870585643,0.5262560979150294,undefined
Wed Jul 12 2023 20:35:00 GMT+0200 (Central European Summer Time),0.002545547643464185,0.5385752282806061,0.5536115200490894,0.5281478728516473,undefined
Wed Jul 12 2023 20:40:00 GMT+0200 (Central European Summer Time),0.0026527030022498363,0.5275503461944997,0.5446860239828675,0.5492305413469876,undefined
Wed Jul 12 2023 20:45:00 GMT+0200 (Central European Summer Time),0.004323521006496472,0.520670419158123,0.5310291480460728,0.5245346153281571,undefined
Wed Jul 12 2023 20:50:00 GMT+0200 (Central European Summer Time),0.0027478808489195218,0.534248151683399,0.5477795944113313,0.5366796114628232,undefined
Wed Jul 12 2023 20:55:00 GMT+0200 (Central European Summer Time),0.003016664818223944,0.5312372574021962,0.5305552665376065,0.5422990671220275,undefined
Wed Jul 12 2023 21:00:00 GMT+0200 (Central European Summer Time),0.002707292348804913,0.5299174949314329,0.5262411167568886,0.560808273769726,undefined
Wed Jul 12 2023 21:05:00 GMT+0200 (Central European Summer Time),0.0028128067778046295,0.5602280221223676,0.5453918782393885,0.5347175120962735,undefined
Wed Jul 12 2023 21:10:00 GMT+0200 (Central European Summer Time),0.002673179969785148,0.5325390370690244,0.551246222363649,0.5369740655929732,undefined
Wed Jul 12 2023 21:15:00 GMT+0200 (Central European Summer Time),0.002615446583646796,0.5400819577393364,0.5420213231026476,0.5247285841554791,undefined
Wed Jul 12 2023 21:20:00 GMT+0200 (Central European Summer Time),0.0026402131705496384,0.5438850722315207,0.5348087050315613,0.5264223810714611,undefined
Wed Jul 12 2023 21:25:00 GMT+0200 (Central European Summer Time),0.002107883771383664,0.5362091483870608,0.5207449985835411,0.5328646755036607,undefined
Wed Jul 12 2023 21:30:00 GMT+0200 (Central European Summer Time),0.002607404513006865,0.547594721633092,0.5326002034985382,0.5270698099442234,undefined
Wed Jul 12 2023 21:35:00 GMT+0200 (Central European Summer Time),0.0022253250623301335,0.5339817099434245,0.5439477923582308,0.528780638895599,undefined
Wed Jul 12 2023 21:40:00 GMT+0200 (Central European Summer Time),0.0025855644966334998,0.5229485125953943,0.5327108939630852,0.5292300411996742,undefined
Wed Jul 12 2023 21:45:00 GMT+0200 (Central European Summer Time),0.0027763400548277183,0.5732345070448112,0.5499151213654598,0.5244355976527488,undefined
Wed Jul 12 2023 21:50:00 GMT+0200 (Central European Summer Time),0.002587066934474933,0.529777487387934,0.5392355725563539,0.5375135942975854,undefined
Wed Jul 12 2023 21:55:00 GMT+0200 (Central European Summer Time),0.0024103241365022164,0.5257601327913047,0.5215478940195559,0.5315680164352913,undefined
Wed Jul 12 2023 22:00:00 GMT+0200 (Central European Summer Time),0.0026538152267797464,0.5476972310308822,0.5343614442276643,0.5280483672271172,undefined
Wed Jul 12 2023 22:05:00 GMT+0200 (Central European Summer Time),0.002633966702754454,0.5317109806628528,0.5458583770569143,0.5557199944222277,undefined
Wed Jul 12 2023 22:10:00 GMT+0200 (Central European Summer Time),0.002888324668219866,0.5751581687901732,0.5224597515441322,0.5251606927099055,undefined
Wed Jul 12 2023 22:15:00 GMT+0200 (Central European Summer Time),0.0034428943791499473,0.5349108923312451,0.5441134815196468,0.5227942175670371,undefined
Wed Jul 12 2023 22:20:00 GMT+0200 (Central European Summer Time),0.008336242428513288,0.5296594795525744,0.5245430173130929,0.5798157513771003,undefined
Wed Jul 12 2023 22:25:00 GMT+0200 (Central European Summer Time),0.003277834911620327,0.5515777612755483,0.5609091014990554,0.5451905233885919,undefined
Wed Jul 12 2023 22:30:00 GMT+0200 (Central European Summer Time),0.002230263307371085,0.5186723293854932,0.5317795867087989,0.5182751528794324,undefined
Wed Jul 12 2023 22:35:00 GMT+0200 (Central European Summer Time),0.0024735418981739104,0.5303163219155733,0.5466629736207688,0.5299732011982512,undefined
Wed Jul 12 2023 22:40:00 GMT+0200 (Central European Summer Time),0.002835877633363755,0.5743022590842399,0.5392101263448664,0.5221020755770102,undefined
Wed Jul 12 2023 22:45:00 GMT+0200 (Central European Summer Time),0.002461136868202326,0.5230088815441316,0.5259945768574592,0.5298561139017692,undefined
Wed Jul 12 2023 22:50:00 GMT+0200 (Central European Summer Time),0.002122276162860241,0.5177652967557272,0.5275353903259383,0.527484184094695,undefined
Wed Jul 12 2023 22:55:00 GMT+0200 (Central European Summer Time),0.002455521253941697,0.5278862232285367,0.5386376772311149,0.5501907341108745,undefined
Wed Jul 12 2023 23:00:00 GMT+0200 (Central European Summer Time),0.0023814975407549354,0.5312071215076868,0.5268642292473669,0.5315338817234927,undefined
Wed Jul 12 2023 23:05:00 GMT+0200 (Central European Summer Time),0.0027520250723318896,0.5522470952524356,0.5221148256686865,0.5342967337351487,undefined
Wed Jul 12 2023 23:10:00 GMT+0200 (Central European Summer Time),0.0023460901485850626,0.5306315122183636,0.5636866538740044,0.5379970657234905,undefined
Wed Jul 12 2023 23:15:00 GMT+0200 (Central European Summer Time),0.005867903408009927,0.5459844768496016,0.5453348742196249,0.527945332475768,undefined
Wed Jul 12 2023 23:20:00 GMT+0200 (Central European Summer Time),0.002628937225769429,0.540342830020818,0.5239812906685499,0.5321164499043031,undefined
Wed Jul 12 2023 23:25:00 GMT+0200 (Central European Summer Time),0.0023810220008545,0.5160355980739647,0.5415227621354279,0.5457406200594415,undefined
Wed Jul 12 2023 23:30:00 GMT+0200 (Central European Summer Time),0.002401399775935715,0.5258760023336314,0.5359938852318494,0.5374387456850672,undefined
Wed Jul 12 2023 23:35:00 GMT+0200 (Central European Summer Time),0.002467374451750099,0.5429431117109925,0.5310105542316401,0.5296216465773371,undefined
Wed Jul 12 2023 23:40:00 GMT+0200 (Central European Summer Time),0.0023857359217981868,0.5311283697318141,0.5222657249231998,0.5259533212380969,undefined
Wed Jul 12 2023 23:45:00 GMT+0200 (Central European Summer Time),0.002277756925986978,0.5213408653304213,0.5302811855217199,0.5200384149996292,undefined
Wed Jul 12 2023 23:50:00 GMT+0200 (Central European Summer Time),0.0024560860411171844,0.5427048306303914,0.5434014671419573,0.537108441367139,undefined
Wed Jul 12 2023 23:55:00 GMT+0200 (Central European Summer Time),0.002828243618569104,0.5593680888725066,0.5283530549979332,0.5416133942554734,undefined
Thu Jul 13 2023 00:00:00 GMT+0200 (Central European Summer Time),0.003851268114446308,0.5304596262910006,0.5622861981431196,0.5234853700517852,undefined
Thu Jul 13 2023 00:05:00 GMT+0200 (Central European Summer Time),0.002885019711532853,0.5243410097887682,0.5531952502603963,0.5569818366594458,undefined
Thu Jul 13 2023 00:10:00 GMT+0200 (Central European Summer Time),0.0026456632556255497,0.5449847961109724,0.530590291770374,0.532235348246686,undefined
Thu Jul 13 2023 00:15:00 GMT+0200 (Central European Summer Time),0.0029569004647237306,0.5412161519944736,0.5742487530357175,0.5351488209072948,undefined
Thu Jul 13 2023 00:20:00 GMT+0200 (Central European Summer Time),0.0022177533173332147,0.5526612083068662,0.5399717929386437,0.5249331008631029,undefined
Thu Jul 13 2023 00:25:00 GMT+0200 (Central European Summer Time),0.002926669170468206,0.5345888233879184,0.5290851698405701,0.5611320201726386,undefined
Thu Jul 13 2023 00:30:00 GMT+0200 (Central European Summer Time),0.0025125117502921056,0.534362854447269,0.543956898607818,0.5341633524100569,undefined
Thu Jul 13 2023 00:35:00 GMT+0200 (Central European Summer Time),0.005964296132430415,0.5280780295663134,0.5351839285174599,0.5360594851512238,undefined
Thu Jul 13 2023 00:40:00 GMT+0200 (Central European Summer Time),0.002687256958530876,0.5503183553675142,0.5440268840650242,0.5284925166894876,undefined
Thu Jul 13 2023 00:45:00 GMT+0200 (Central European Summer Time),0.0031628290806080864,0.5571266843700141,0.5594531835712405,0.5308934842101978,undefined
Thu Jul 13 2023 00:50:00 GMT+0200 (Central European Summer Time),0.0025597437837617085,0.5361357043228296,0.5602656902324089,0.5432971512827014,undefined
Thu Jul 13 2023 00:55:00 GMT+0200 (Central European Summer Time),0.003155186463715533,0.5369582067388061,0.5475252712148115,0.5370232395107936,undefined
Thu Jul 13 2023 01:00:00 GMT+0200 (Central European Summer Time),0.004073370117172697,0.5377172982573393,0.5334323099959631,0.5256491623360005,undefined
Thu Jul 13 2023 01:05:00 GMT+0200 (Central European Summer Time),0.0027705739927205287,0.5187324480666332,0.540654374236983,0.5268014849880517,undefined
Thu Jul 13 2023 01:10:00 GMT+0200 (Central European Summer Time),0.002857168478233992,0.5340757989514048,0.5321908763658333,0.5259018980105126,undefined
Thu Jul 13 2023 01:15:00 GMT+0200 (Central European Summer Time),0.0025687452019701592,0.5442737056978028,0.5251636225164353,0.5483561946695652,undefined
Thu Jul 13 2023 01:20:00 GMT+0200 (Central European Summer Time),0.003349437886954547,0.5367286159949194,0.5643732365393468,0.5481411730264517,undefined
Thu Jul 13 2023 01:25:00 GMT+0200 (Central European Summer Time),0.002509108353618406,0.542949241819127,0.5333765380956175,0.5544377512051384,undefined
Thu Jul 13 2023 01:30:00 GMT+0200 (Central European Summer Time),0.002447867783039328,0.5280206650398517,0.5588012663678333,0.5396273306795532,undefined
Thu Jul 13 2023 01:35:00 GMT+0200 (Central European Summer Time),0.002579366613157011,0.5489846851733697,0.5306824291706289,0.5449335232677306,undefined
Thu Jul 13 2023 01:40:00 GMT+0200 (Central European Summer Time),0.0029040484364910905,0.5543428120302998,0.5559551239855985,0.5414781257740591,undefined
Thu Jul 13 2023 01:45:00 GMT+0200 (Central European Summer Time),0.002875446439781323,0.5299642140128709,0.5418307216365065,0.5200513281460735,undefined
Thu Jul 13 2023 01:50:00 GMT+0200 (Central European Summer Time),0.006209954502058584,0.5308663125065505,0.5295873550315445,0.563030704119204,undefined
Thu Jul 13 2023 01:55:00 GMT+0200 (Central European Summer Time),0.0031383732728742565,0.553096828822648,0.5212256519441629,0.5408337367394415,undefined
Thu Jul 13 2023 02:00:00 GMT+0200 (Central European Summer Time),0.002776059591621257,0.5510305454324407,0.529804932763897,0.5227573921957567,undefined
Thu Jul 13 2023 02:05:00 GMT+0200 (Central European Summer Time),0.00420755706762975,0.5472683212873622,0.530653803449386,0.5342757630594133,undefined
Thu Jul 13 2023 02:10:00 GMT+0200 (Central European Summer Time),0.003765160453594944,0.5345426544356451,0.5651505622166829,0.5471343730937466,undefined
Thu Jul 13 2023 02:15:00 GMT+0200 (Central European Summer Time),0.002927245730740348,0.5713265505371965,0.5290205621064039,0.5518439956605531,undefined
Thu Jul 13 2023 02:20:00 GMT+0200 (Central European Summer Time),0.002332280643001165,0.5496306155467271,0.5279998775488639,0.5218623951848228,undefined
Thu Jul 13 2023 02:25:00 GMT+0200 (Central European Summer Time),0.002678887158363068,0.5514780832226581,0.5554303077817895,0.5326804042288373,undefined
Thu Jul 13 2023 02:30:00 GMT+0200 (Central European Summer Time),0.003451857613287454,0.5448254248357747,0.5715586862612205,0.5288356602299609,undefined
Thu Jul 13 2023 02:35:00 GMT+0200 (Central European Summer Time),0.002786120186165135,0.5398222031951202,0.5301158884069689,0.5324266617679192,undefined
Thu Jul 13 2023 02:40:00 GMT+0200 (Central European Summer Time),0.0024847730275117407,0.5322769414637393,0.5252235064478978,0.5468138983367924,undefined
Thu Jul 13 2023 02:45:00 GMT+0200 (Central European Summer Time),0.00208387339313352,0.5351321939590464,0.5267221391490602,0.520273315153657,undefined
Thu Jul 13 2023 02:50:00 GMT+0200 (Central European Summer Time),0.0029052795808759886,0.53756833991972,0.5488939193551293,0.5352891731485336,undefined
Thu Jul 13 2023 02:55:00 GMT+0200 (Central European Summer Time),0.0027898389285837765,0.5347964433815409,0.5688808561311453,0.5247945930869415,undefined
Thu Jul 13 2023 03:00:00 GMT+0200 (Central European Summer Time),0.0028581934193789493,0.55480926840634,0.550014622160864,0.52578974840629,undefined
Thu Jul 13 2023 03:05:00 GMT+0200 (Central European Summer Time),0.00301461391854294,0.529220455626637,0.5342391135819585,0.5520023857346678,undefined
